Domain Name,TLD,Full Domain,Status,Confidence Level,WHOIS Available,DNS Active,DNS Records,HTTP Active,Namecheap API Status,Recommended Action
bluzen,.com,bluzen.com,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
bluzen,.net,bluzen.net,AVAILABLE,HIGH,Yes,No,None,No,API_NOT_CONFIGURED,✓ Safe to purchase
bluzen,.org,bluzen.org,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
bluzen,.info,bluzen.info,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
bluzen,.shop,bluzen.shop,AVAILABLE,MEDIUM,Yes,No,None,No,API_NOT_CONFIGURED,⚠ Check manually before purchase
bluzen,.store,bluzen.store,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
bluzen,.company,bluzen.company,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
bluzen,.agency,bluzen.agency,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
quantivo,.com,quantivo.com,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
quantivo,.net,quantivo.net,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
quantivo,.org,quantivo.org,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
quantivo,.info,quantivo.info,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
quantivo,.shop,quantivo.shop,RESTRICTED/PREMIUM,MEDIUM,Yes,Yes,"A, NS, SOA",No,API_NOT_CONFIGURED,✗ Not available
quantivo,.store,quantivo.store,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
quantivo,.company,quantivo.company,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
quantivo,.agency,quantivo.agency,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
vibraze,.com,vibraze.com,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
vibraze,.net,vibraze.net,AVAILABLE,HIGH,Yes,No,None,No,API_NOT_CONFIGURED,✓ Safe to purchase
vibraze,.org,vibraze.org,AVAILABLE,HIGH,Yes,No,None,No,API_NOT_CONFIGURED,✓ Safe to purchase
vibraze,.info,vibraze.info,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
vibraze,.shop,vibraze.shop,AVAILABLE,MEDIUM,Yes,No,None,No,API_NOT_CONFIGURED,⚠ Check manually before purchase
vibraze,.store,vibraze.store,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
vibraze,.company,vibraze.company,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
vibraze,.agency,vibraze.agency,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
solith,.com,solith.com,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
solith,.net,solith.net,AVAILABLE,HIGH,Yes,No,None,No,API_NOT_CONFIGURED,✓ Safe to purchase
solith,.org,solith.org,AVAILABLE,HIGH,Yes,No,None,No,API_NOT_CONFIGURED,✓ Safe to purchase
solith,.info,solith.info,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
solith,.shop,solith.shop,AVAILABLE,MEDIUM,Yes,No,None,No,API_NOT_CONFIGURED,⚠ Check manually before purchase
solith,.store,solith.store,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
solith,.company,solith.company,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
solith,.agency,solith.agency,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
aeronix,.com,aeronix.com,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
aeronix,.net,aeronix.net,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
aeronix,.org,aeronix.org,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
aeronix,.info,aeronix.info,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
aeronix,.shop,aeronix.shop,AVAILABLE,MEDIUM,Yes,No,None,No,API_NOT_CONFIGURED,⚠ Check manually before purchase
aeronix,.store,aeronix.store,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
aeronix,.company,aeronix.company,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
aeronix,.agency,aeronix.agency,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
clovix,.com,clovix.com,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
clovix,.net,clovix.net,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
clovix,.org,clovix.org,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
clovix,.info,clovix.info,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
clovix,.shop,clovix.shop,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
clovix,.store,clovix.store,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
clovix,.company,clovix.company,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
clovix,.agency,clovix.agency,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
zenquill,.com,zenquill.com,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
zenquill,.net,zenquill.net,AVAILABLE,HIGH,Yes,No,None,No,API_NOT_CONFIGURED,✓ Safe to purchase
zenquill,.org,zenquill.org,AVAILABLE,HIGH,Yes,No,None,No,API_NOT_CONFIGURED,✓ Safe to purchase
zenquill,.info,zenquill.info,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
zenquill,.shop,zenquill.shop,AVAILABLE,MEDIUM,Yes,No,None,No,API_NOT_CONFIGURED,⚠ Check manually before purchase
zenquill,.store,zenquill.store,AVAILABLE,MEDIUM,Yes,No,None,No,API_NOT_CONFIGURED,⚠ Check manually before purchase
zenquill,.company,zenquill.company,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
zenquill,.agency,zenquill.agency,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
flarion,.com,flarion.com,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
flarion,.net,flarion.net,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
flarion,.org,flarion.org,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
flarion,.info,flarion.info,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
flarion,.shop,flarion.shop,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
flarion,.store,flarion.store,AVAILABLE,MEDIUM,Yes,No,None,No,API_NOT_CONFIGURED,⚠ Check manually before purchase
flarion,.company,flarion.company,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
flarion,.agency,flarion.agency,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
trumigo,.com,trumigo.com,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
trumigo,.net,trumigo.net,AVAILABLE,HIGH,Yes,No,None,No,API_NOT_CONFIGURED,✓ Safe to purchase
trumigo,.org,trumigo.org,AVAILABLE,HIGH,Yes,No,None,No,API_NOT_CONFIGURED,✓ Safe to purchase
trumigo,.info,trumigo.info,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
trumigo,.shop,trumigo.shop,AVAILABLE,MEDIUM,Yes,No,None,No,API_NOT_CONFIGURED,⚠ Check manually before purchase
trumigo,.store,trumigo.store,AVAILABLE,MEDIUM,Yes,No,None,No,API_NOT_CONFIGURED,⚠ Check manually before purchase
trumigo,.company,trumigo.company,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
trumigo,.agency,trumigo.agency,TAKEN,HIGH,No,No,None,No,API_NOT_CONFIGURED,✗ Not available
